id,operation,channels_id,geolocation_id
3934,Regional público,20,52540
3935,Nacional privado futuro,19,52540
3936,Nacional privado futuro,28,52560
3937,Nacional privado,14,52560
3938,Nacional privado,16,52560
3939,Nacional público,18,52560
3940,Regional público,20,52560
3941,Nacional privado futuro,27,52565
3942,Nacional privado,21,52565
3943,Nacional privado,22,52565
3944,Nacional público,18,52565
3945,Regional público,20,52565
3946,Nacional privado futuro,28,52573
3947,Nacional privado,14,52573
3948,Nacional privado,16,52573
3949,Nacional público,18,52573
3950,Regional público,20,52573
3951,Nacional privado futuro,28,52585
3952,Nacional privado,14,52585
3953,Nacional privado,16,52585
3954,Nacional público,18,52585
3955,Regional público,20,52585
3956,Nacional privado futuro,28,52612
3957,Nacional público,18,52612
3958,Regional público,20,52612
3959,Nacional privado,14,52612
3960,Nacional privado,16,52612
3961,Nacional privado futuro,28,52621
3962,Nacional privado,14,52621
3963,Nacional privado,16,52621
3964,Nacional público,18,52621
3965,Regional público,20,52621
3966,Nacional privado futuro,27,52678
3967,Nacional privado,14,52678
3968,Nacional privado,16,52678
3969,Nacional público,18,52678
3970,Regional público,20,52678
3971,Nacional privado futuro,19,52683
3972,Nacional privado,14,52683
3973,Nacional privado,16,52683
3974,Nacional público,18,52683
3975,Regional público,20,52683
3976,Nacional privado futuro,27,52685
3977,Nacional privado,21,52685
3978,Nacional privado,22,52685
3979,Nacional público,18,52685
3980,Regional público,20,52685
3981,Nacional privado futuro,30,52687
3982,Nacional público,33,52687
3983,Regional público,35,52687
3984,Nacional privado,14,52687
3985,Nacional privado,15,52687
3986,Nacional privado futuro,28,52693
3987,Nacional privado,14,52693
3988,Nacional privado,16,52693
3989,Nacional público,18,52693
3990,Regional público,20,52693
3991,Nacional público,18,52694
3992,Regional público,20,52694
3993,Nacional privado,14,52694
3994,Nacional privado,16,52694
3995,Nacional privado futuro,28,52694
3996,Nacional privado futuro,27,52696
3997,Nacional privado,21,52696
3998,Nacional privado,22,52696
3999,Nacional público,33,52696
4000,Regional público,20,52696
4001,Nacional privado futuro,28,52699
4002,Nacional privado,14,52699
4003,Nacional privado,16,52699
4004,Nacional público,18,52699
4005,Regional público,20,52699
4006,Nacional privado futuro,28,52720
4007,Nacional privado,14,52720
4008,Nacional privado,16,52720
4009,Nacional público,18,52720
4010,Regional público,20,52720
4011,Nacional privado futuro,27,52786
4012,Nacional público,33,52786
4013,Regional público,35,52786
4014,Nacional privado,21,52786
4015,Nacional privado,22,52786
4016,Nacional privado futuro,27,52788
4017,Nacional público,18,52788
4018,Regional público,20,52788
4019,Nacional privado,14,52788
4020,Nacional privado,16,52788
4021,Nacional privado futuro,28,52835
4022,Nacional privado,14,52835
4023,Nacional privado,16,52835
4024,Nacional público,18,52835
4025,Regional público,20,52835
4026,Local con ánimo de lucro,30,52835
4027,Nacional privado futuro,28,52838
4028,Nacional privado,14,52838
4029,Nacional privado,16,52838
4030,Nacional público,18,52838
4031,Regional público,20,52838
4032,Nacional privado futuro,28,52885
4033,Nacional privado,14,52885
4034,Nacional privado,16,52885
4035,Nacional público,18,52885
4036,Regional público,20,52885
4037,Local sin ánimo de lucro,42,54001
4038,Nacional privado futuro,44,54001
4039,Nacional privado,38,54001
4040,Nacional privado,39,54001
4041,Nacional público,40,54001
4042,Regional público,41,54001
4043,Local con ánimo de lucro,33,54001
4044,Nacional privado futuro,50,54003
4045,Nacional privado,49,54003
4046,Nacional privado,45,54003
4047,Nacional público,27,54003
4048,Regional público,41,54003
4049,Nacional privado futuro,28,54051
4050,Nacional público,36,54051
4051,Regional público,42,54051
4052,Nacional privado,38,54051
4053,Nacional privado,39,54051
4054,Nacional privado futuro,28,54099
4055,Nacional público,36,54099
4056,Regional público,42,54099
4057,Nacional privado,38,54099
4058,Nacional privado,39,54099
4059,Nacional privado futuro,44,54109
4060,Nacional privado,38,54109
4061,Nacional privado,39,54109
4062,Nacional público,40,54109
4063,Regional público,41,54109
4064,Nacional público,36,54125
4065,Regional público,42,54125
4066,Nacional privado,14,54125
4067,Nacional privado,15,54125
4068,Nacional privado futuro,19,54125
4069,Nacional privado futuro,50,54128
4070,Nacional privado,49,54128
4071,Nacional privado,45,54128
4072,Nacional público,27,54128
4073,Regional público,41,54128
4074,Nacional privado futuro,28,54172
4075,Nacional público,36,54172
4076,Regional público,42,54172
4077,Nacional privado,38,54172
4078,Nacional privado,39,54172
4079,Nacional privado futuro,28,54174
4080,Nacional público,36,54174
4081,Regional público,42,54174
4082,Nacional privado,38,54174
4083,Nacional privado,39,54174
4084,Nacional privado futuro,28,54206
4085,Nacional público,27,54206
4086,Regional público,41,54206
4087,Nacional privado,26,54206
4088,Nacional privado,24,54206
4089,Nacional privado futuro,28,54223
4090,Nacional público,36,54223
4091,Regional público,42,54223
4092,Nacional privado,38,54223
4093,Nacional privado,39,54223
4094,Nacional privado futuro,28,54239
4095,Nacional público,36,54239
4096,Regional público,42,54239
4097,Nacional privado,38,54239
4098,Nacional privado,39,54239
4099,Nacional privado futuro,27,54245
4100,Nacional privado,41,54245
4101,Nacional privado,47,54245
4102,Nacional público,16,54245
4103,Regional público,17,54245
4104,Nacional privado futuro,44,54250
4105,Nacional privado,38,54250
4106,Nacional privado,39,54250
4107,Nacional público,40,54250
4108,Regional público,41,54250
4109,Nacional privado futuro,44,54261
4110,Nacional privado,38,54261
4111,Nacional privado,39,54261
4112,Nacional público,40,54261
4113,Regional público,41,54261
4114,Local con ánimo de lucro,33,54261
4115,Nacional privado futuro,27,54313
4116,Nacional público,40,54313
4117,Regional público,41,54313
4118,Nacional privado,38,54313
4119,Nacional privado,39,54313
4120,Nacional privado futuro,50,54344
4121,Nacional privado,49,54344
4122,Nacional privado,45,54344
4123,Nacional público,27,54344
4124,Regional público,41,54344
4125,Nacional privado,38,54347
4126,Nacional privado,39,54347
4127,Nacional público,36,54347
4128,Nacional privado futuro,28,54347
4129,Regional público,41,54347
4130,Nacional privado futuro,28,54377
4131,Nacional privado,14,54377
4132,Nacional privado,30,54377
4133,Nacional público,36,54377
4134,Regional público,42,54377
4135,Nacional público,27,54385
4136,Regional público,41,54385
4137,Nacional privado,49,54385
4138,Nacional privado,45,54385
4139,Nacional privado futuro,50,54385
4140,Nacional privado futuro,50,54398
4141,Nacional privado,49,54398
4142,Nacional privado,45,54398
4143,Nacional público,27,54398
4144,Regional público,41,54398
4145,Local sin ánimo de lucro,42,54405
4146,Nacional privado futuro,44,54405
4147,Nacional privado,38,54405
4148,Nacional privado,39,54405
4149,Nacional público,40,54405
4150,Regional público,41,54405
4151,Local con ánimo de lucro,33,54405
4152,Nacional privado,14,54418
4153,Nacional privado,15,54418
4154,Nacional público,40,54418
4155,Nacional privado futuro,19,54418
4156,Regional público,41,54418
4157,Nacional privado futuro,28,54480
4158,Nacional público,36,54480
4159,Regional público,42,54480
4160,Nacional privado,38,54480
4161,Nacional privado,39,54480
4162,Nacional público,16,54498
4163,Regional público,17,54498
4164,Nacional privado futuro,19,54498
4165,Nacional privado,14,54498
4166,Nacional privado,15,54498
4167,Nacional público,16,54518
4168,Nacional privado futuro,19,54518
4169,Regional público,17,54518
4170,Nacional privado,14,54518
4171,Nacional privado,15,54518
4172,Local con ánimo de lucro,21,54518
4173,Nacional privado futuro,28,54520
4174,Nacional público,36,54520
4175,Regional público,42,54520
4176,Nacional privado,38,54520
4177,Nacional privado,39,54520
4178,Nacional público,40,54553
4179,Regional público,41,54553
4180,Nacional privado,38,54553
4181,Local con ánimo de lucro,33,54553
4182,Nacional privado,39,54553
4183,Nacional privado futuro,44,54553
4184,Nacional público,40,54599
4185,Regional público,41,54599
4186,Nacional privado,38,54599
4187,Nacional privado,39,54599
4188,Nacional privado futuro,44,54599
4189,Nacional privado,38,54660
4190,Nacional privado,39,54660
4191,Nacional público,40,54660
4192,Nacional privado futuro,27,54660
4193,Regional público,41,54660
4194,Nacional público,27,54670
4195,Regional público,41,54670
4196,Nacional privado,38,54670
4197,Nacional privado,39,54670
4198,Nacional privado futuro,50,54670
4199,Nacional privado futuro,44,54673
4200,Nacional privado,38,54673
4201,Nacional privado,39,54673
4202,Nacional público,40,54673
4203,Regional público,41,54673
4204,Local con ánimo de lucro,33,54673
4205,Nacional público,40,54680
4206,Regional público,41,54680
4207,Nacional privado,38,54680
4208,Nacional privado,39,54680
4209,Nacional privado futuro,44,54680
4210,Nacional privado futuro,19,54720
4211,Nacional privado,14,54720
4212,Nacional privado,15,54720
4213,Nacional público,40,54720
4214,Regional público,41,54720
4215,Nacional privado futuro,44,54743
4216,Nacional privado,38,54743
4217,Nacional privado,39,54743
4218,Nacional público,36,54743
4219,Regional público,42,54743
4220,Nacional público,36,54743
4221,Regional público,42,54743
4222,Nacional privado,14,54743
4223,Nacional privado,15,54743
4224,Nacional privado,38,54800
4225,Nacional privado,39,54800
4226,Nacional público,40,54800
4227,Nacional privado futuro,27,54800
4228,Regional público,41,54800
4229,Nacional privado futuro,44,54810
4230,Nacional privado,38,54810
4231,Nacional privado,39,54810
4232,Nacional público,40,54810
4233,Regional público,41,54810
4234,Nacional privado futuro,28,54820
4235,Nacional privado,14,54820
4236,Nacional privado,30,54820
4237,Nacional público,36,54820
4238,Regional público,42,54820
4239,Nacional privado,26,54871
4240,Nacional privado,28,54871
4241,Nacional público,40,54871
4242,Nacional privado futuro,27,54871
4243,Regional público,41,54871
4244,Nacional privado futuro,44,54874
4245,Nacional privado,38,54874
4246,Nacional privado,39,54874
4247,Nacional público,40,54874
4248,Regional público,41,54874
4249,Local con ánimo de lucro,33,54874
4250,Nacional privado futuro,19,63001
4251,Nacional público,38,63001
4252,Regional público,44,63001
4253,Nacional privado,14,63001
4254,Nacional privado,15,63001
4255,Local con ánimo de lucro,35,63001
4256,Local sin ánimo de lucro,24,63001
4257,Nacional privado futuro,19,63111
4258,Nacional privado,14,63111
4259,Nacional privado,15,63111
4260,Nacional público,38,63111
4261,Regional público,44,63111
4262,Nacional privado futuro,19,63130
4263,Nacional privado,14,63130
4264,Nacional privado,15,63130
4265,Nacional público,38,63130
4266,Regional público,44,63130
4267,Nacional privado futuro,19,63190
4268,Nacional privado,14,63190
4269,Nacional privado,15,63190
4270,Nacional público,38,63190
4271,Regional público,44,63190
4272,Nacional privado futuro,19,63212
4273,Nacional privado,14,63212
4274,Nacional privado,15,63212
4275,Nacional público,38,63212
4276,Regional público,44,63212
4277,Nacional privado futuro,19,63272
4278,Nacional privado,14,63272
4279,Nacional privado,15,63272
4280,Nacional público,38,63272
4281,Regional público,44,63272
4282,Nacional público,38,63302
4283,Regional público,44,63302
4284,Nacional privado,14,63302
4285,Nacional privado,15,63302
4286,Nacional privado futuro,19,63302
4287,Nacional privado futuro,19,63401
4288,Nacional privado,14,63401
4289,Nacional privado,15,63401
4290,Nacional público,38,63401
4291,Regional público,44,63401
4292,Nacional privado futuro,19,63470
4293,Nacional privado,14,63470
4294,Nacional privado,15,63470
4295,Nacional público,38,63470
4296,Regional público,44,63470
4297,Nacional público,38,63548
4298,Regional público,44,63548
4299,Nacional privado,14,63548
4300,Nacional privado,15,63548
4301,Nacional privado futuro,19,63548
4302,Nacional privado futuro,19,63594
4303,Nacional privado,14,63594
4304,Nacional privado,15,63594
4305,Nacional público,38,63594
4306,Regional público,44,63594
4307,Nacional privado futuro,19,63690
4308,Nacional privado,14,63690
4309,Nacional privado,15,63690
4310,Nacional público,38,63690
4311,Regional público,44,63690
4312,Nacional privado futuro,19,66001
4313,Nacional privado futuro,43,66001
4314,Nacional privado futuro,19,66001
4315,Nacional privado,14,66001
4316,Nacional privado,15,66001
4317,Nacional privado,41,66001
4318,Nacional privado,42,66001
4319,Nacional privado,14,66001
4320,Nacional privado,15,66001
4321,Nacional público,38,66001
4322,Regional público,44,66001
4323,Local con ánimo de lucro,46,66001
4324,Local sin ánimo de lucro,23,66001
4325,Nacional público,38,66045
4326,Regional público,44,66045
4327,Nacional privado,14,66045
4328,Nacional privado,15,66045
4329,Nacional privado futuro,19,66045
4330,Nacional privado futuro,43,66075
4331,Nacional privado,41,66075
4332,Nacional privado,42,66075
4333,Nacional público,38,66075
4334,Regional público,44,66075
4335,Nacional privado futuro,48,66088
4336,Nacional público,38,66088
4337,Regional público,44,66088
4338,Nacional privado,14,66088
4339,Nacional privado,15,66088
4340,Nacional privado futuro,19,66170
4341,Nacional privado futuro,43,66170
4342,Nacional privado futuro,19,66170
4343,Nacional privado,14,66170
4344,Nacional privado,15,66170
4345,Nacional privado,41,66170
4346,Nacional privado,42,66170
4347,Nacional privado,14,66170
4348,Nacional privado,15,66170
4349,Nacional público,38,66170
4350,Regional público,44,66170
4351,Local con ánimo de lucro,46,66170
4352,Local sin ánimo de lucro,23,66170
4353,Nacional privado futuro,48,66318
4354,Nacional privado,14,66318
4355,Nacional privado,15,66318
4356,Nacional público,38,66318
4357,Regional público,44,66318
4358,Nacional público,38,66383
4359,Regional público,44,66383
4360,Nacional privado,14,66383
4361,Nacional privado,15,66383
4362,Nacional privado futuro,19,66383
4363,Nacional privado futuro,43,66400
4364,Nacional privado,41,66400
4365,Nacional privado,42,66400
4366,Nacional público,38,66400
4367,Regional público,44,66400
4368,Local con ánimo de lucro,46,66400
4369,Nacional privado futuro,43,66440
4370,Nacional privado,41,66440
4371,Nacional privado,42,66440
4372,Nacional público,38,66440
